length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
26,2,101,6947,168,261,216,55
25,3,30033,58063,21200,401,10542,8132
27,1,0,3613,1,135,54,0
26,2,1286,8688,1025,261,1704,283
26,3,2583,18301,2109,417,244,278
26,2,1777,8733,2957,261,713,189
22,2,1,4886,4,221,58,0
22,1,0,3233,2,110,50,0
22,2,23,5016,30,221,66,0
22,1,0,3379,1,110,44,0
22,2,15,5021,30,221,66,0
22,3,2319,13293,2832,353,214,36
22,2,132,5155,182,221,407,2
22,2,1,5232,2,221,50,0
21,3,35,10360,64,337,91,1
22,3,1260,12261,1830,353,145,188
30,2,36,8907,44,301,162,0
30,2,4,9610,6,301,91,0
30,2,0,8990,1,301,62,0
29,3,9,21922,7,465,68,0
31,2,2,9692,2,311,66,0
30,2,5,8381,7,301,68,0
30,2,0,9736,1,301,62,0
30,2,1,8756,1,301,62,0
29,2,2,9693,1,291,62,0
29,2,0,9191,1,291,62,0
29,2,4,7423,7,291,66,0
30,2,5418,14952,3929,301,2138,35
28,3,45,17221,63,449,214,13
28,2,4,7255,6,281,129,0
30,2,2059,11172,1194,301,1510,6
29,3,1871,20319,1038,465,1206,41
29,1,0,3846,1,145,60,0
29,2,12,8124,14,291,164,4
29,2,69,7703,63,291,214,13
17,1,2,2994,7,85,40,0
17,2,78,3899,161,171,90,0
16,3,30057,39156,49918,257,3146,-1
17,2,28,3801,49,171,46,0
17,2,30,4229,63,171,72,2
17,2,28,3882,56,171,48,0
17,1,6,2949,15,85,50,0
16,3,2304,9996,4305,257,166,261
17,2,39,4366,84,171,87,2
17,2,24,3911,49,171,46,0
18,2,16,4432,25,181,100,0
16,2,1,3837,2,161,38,0
17,1,1,2959,2,85,38,0
17,2,1,4239,2,171,38,0
17,2,16,4201,32,171,70,1
16,2,48,3822,110,161,190,69
16,3,971,8731,1320,257,223,498
18,2,4,4862,5,181,56,0
17,2,2,4792,4,171,47,0
15,3,338,7832,495,241,591,346
18,2,17,4246,34,181,81,0
18,3,10,10832,16,289,63,1
18,2,1,4293,4,181,54,0
18,2,3,4165,6,181,57,0
17,3,28,8058,68,273,83,2
18,2,2,4204,4,181,54,0
18,1,0,2904,2,90,42,0
18,2,3,4378,6,181,57,0
18,2,34,4286,57,181,127,0
18,3,4,9137,12,289,75,1
32,4,5000,76484,4937,735,1741,484
31,3,26,34042,20,497,132,5
32,1,1,5160,2,160,68,0
33,2,17,11569,21,331,108,1
32,4,1703,71672,1550,735,243,241
33,1,3,4562,5,165,86,0
31,2,1,10923,2,311,68,0
32,3,1,30362,2,513,68,0
33,1,12,5326,16,165,99,0
33,2,2,11498,3,331,78,0
40,2,69,16224,82,401,199,9
41,2,3,18160,2,411,88,0
40,1,45,5913,60,200,220,0
41,3,6,47085,2,657,88,0
41,1,6,6513,7,205,88,0
41,2,10,16620,11,411,113,0
41,2,24,17732,31,411,171,0
41,2,3,17035,3,411,92,0
41,1,10,6051,7,205,88,0
41,1,2,6267,3,205,92,0
15,2,1,3810,4,151,48,0
15,2,3,3746,15,151,46,0
15,3,5,7312,12,241,69,1
15,2,17,3868,48,151,79,0
15,2,5,3925,14,151,73,0
15,1,0,2686,2,75,36,0
15,2,75,3661,157,151,171,5
15,2,1,3798,4,151,48,0
15,2,1,3698,6,151,51,0
15,2,13,3648,30,151,52,0
35,1,5,4695,7,175,76,0
35,2,1,10933,2,351,76,0
35,2,74,11912,78,351,168,9
35,2,1,15890,2,351,76,0
35,3,204,36585,42,561,107,0
35,2,647,12639,69,351,132,4
35,2,17,12255,21,351,96,0
35,3,268,35931,90,561,112,2
35,2,147,12150,77,351,152,0
39,3,146,44266,63,625,243,40
40,2,149,23915,14,401,119,4
39,2,3,15074,4,391,92,0
40,1,1,6755,1,200,82,0
41,2,169,17774,195,411,144,3
40,2,5,20290,2,401,84,0
39,3,3,43287,4,625,86,0
23,3,3,22716,2,369,50,0
23,1,1,3840,2,115,50,0
22,2,3,7322,3,221,56,0
23,1,0,3497,1,115,46,0
22,2,24,6526,41,221,284,8
22,4,9349,53330,9189,505,1237,606
23,2,25,7315,43,231,230,1
22,3,2075,22392,2750,353,911,794
23,3,4,21252,3,369,54,0
22,3,4,15332,4,353,68,0
39,3,2755,88696,2431,625,350,188
40,2,1319,22989,1083,401,403,329
40,3,21843,76167,21096,641,523,-1
40,2,2,20630,3,401,89,0
40,2,15,22437,15,401,98,0
40,3,579,53920,432,641,297,10
40,2,72,22495,81,401,154,0
33,2,36,10170,47,331,178,0
33,2,5,9448,3,331,74,0
34,1,0,4663,1,170,68,0
33,2,0,9032,1,331,68,0
32,2,114,8888,120,321,180,16
34,2,2,10289,1,341,68,0
33,4,195,54068,108,758,145,1
33,1,2,4829,3,165,74,0
33,3,5,22654,6,529,82,0
32,3,2,21689,2,513,70,0
31,3,53,26501,90,497,88,2
31,3,8,25939,10,497,95,0
31,1,1,4080,1,155,62,0
31,1,14,4218,15,155,78,0
31,2,296,9362,16,311,129,0
31,2,56,9195,86,311,189,0
31,2,4,10038,6,311,81,0
31,2,3,9452,4,311,75,0
31,2,4,9627,4,311,80,0
31,3,12,24819,12,497,80,1
27,2,3,7147,4,271,67,0
27,3,13,14543,20,433,94,1
27,2,1,6361,2,271,60,0
27,3,9,13860,12,433,77,1
27,2,4,6822,6,271,70,0
27,2,3,6260,4,271,70,0
27,2,1,6544,3,271,64,0
27,2,21,6192,30,271,77,0
27,2,7,6326,7,271,84,0
26,2,2,5946,4,261,62,0
38,2,9,18321,8,381,91,0
37,3,14,33086,16,593,97,7
38,3,4,34946,4,609,92,0
37,3,22,28910,20,593,97,9
38,2,2,13039,1,381,76,0
37,3,843,32409,398,593,781,261
38,2,8,13846,6,381,92,0
37,3,1302,31940,517,593,790,223
38,3,5,34985,6,609,92,0
38,1,1,6278,2,190,82,0
21,1,2,3179,3,105,52,0
21,3,8,12370,12,337,78,1
21,2,4,5496,6,211,58,0
21,3,0,10165,2,337,48,0
21,2,2,5030,4,211,58,0
21,2,13,5209,30,211,64,0
21,3,38,12719,68,337,103,2
21,1,0,3515,2,105,48,0
21,2,101,4879,168,211,480,16
20,2,2,5152,3,201,71,1
35,2,1,14369,2,351,76,0
34,2,257,13034,162,341,317,61
32,4,234,70430,118,735,292,89
34,2,3,12264,4,341,88,0
33,4,54,85581,18,758,106,13
34,2,8,12592,4,341,78,0
35,1,1,5260,2,175,76,0
35,1,1,5241,1,175,72,0
35,1,1,5321,2,175,74,0
13,2,29,3395,105,131,48,0
13,3,10444,17878,28966,209,1956,594
13,1,0,2685,2,65,33,0
13,3,3,5775,14,209,39,0
13,2,5,3291,14,131,46,0
13,2,329,3992,956,131,491,4
13,2,17,3777,60,131,61,0
13,1,14,2675,51,65,157,0
13,2,1,3665,4,131,41,0
13,1,0,2932,3,65,39,0
14,2,0,3509,2,141,34,0
15,2,8,3688,13,151,85,0
15,1,1,2889,2,75,34,0
15,2,0,3564,2,151,34,0
15,1,0,2677,2,75,34,0
14,2,1,3486,4,141,39,0
16,3,11395,19048,18101,257,1171,608
15,1,0,2643,2,75,34,0
15,2,5,3456,13,151,63,0
15,3,25,6516,48,241,74,1
35,3,4,34065,4,561,80,0
37,1,1,6221,1,185,76,0
37,2,2,14087,2,371,78,0
37,1,8,5562,6,185,132,0
37,2,13,13255,14,371,84,0
36,3,2963,36979,2656,577,388,978
36,2,17781,39480,5623,361,2699,1834
37,2,919,18293,541,371,1326,157
37,1,1,6188,2,185,78,0
36,2,5,12712,4,361,80,0
35,1,27,6205,31,175,161,0
35,2,16,14358,14,351,81,0
33,2,4,12707,4,331,82,0
34,2,10,11847,14,341,78,0
35,1,4,4925,7,175,76,0
35,1,11,5017,16,175,103,0
35,1,0,4916,1,175,70,0
35,2,383,12440,266,351,174,9
36,1,5,5758,7,180,107,0
34,3,305,35780,121,545,260,8
36,1,38,5757,46,180,185,0
35,2,23,13586,25,351,145,9
35,2,10,13394,14,351,80,0
36,3,1462,38361,1078,577,128,9
36,2,9917,31619,4723,361,2178,66
35,4,4373,111730,4725,804,216,108
34,2,0,13169,1,341,72,0
28,2,7,6835,14,281,68,0
28,2,17,6950,30,281,78,0
28,3,35,20116,60,449,88,1
28,3,2,18350,4,449,68,0
28,2,4,7906,2,281,62,0
28,2,22,9065,14,281,68,0
28,2,308,8916,222,281,740,37
28,1,1,3576,2,140,62,0
28,2,3,6831,7,281,62,0
28,2,166,7367,105,281,124,1
38,3,13,39261,8,609,106,0
38,3,5,32551,5,609,96,0
38,1,2,5806,2,190,82,0
38,1,1,5426,2,190,82,0
38,2,3,13312,2,381,82,0
38,2,3,14304,3,381,89,0
37,1,1,5124,2,185,77,0
38,2,5,13001,6,381,97,0
38,1,12,5405,17,190,137,0
38,2,2,12538,1,381,76,0
15,1,0,3596,1,75,30,0
15,3,216,6858,360,241,242,10
15,2,3,3722,12,151,74,0
15,3,793,8158,1950,241,262,19
14,1,15,3078,50,70,153,0
15,3,8529,15742,18009,241,1639,309
15,2,2,3712,4,151,44,0
15,3,68,7451,180,241,90,9
15,3,13,7750,36,241,105,9
15,1,0,2781,2,75,37,0
40,2,29,14164,30,401,103,1
40,1,1,5926,2,200,86,0
40,3,74,37963,90,641,114,21
39,3,271,34990,84,625,154,20
40,2,592,14234,36,401,138,1
40,2,3,14934,4,401,93,0
40,1,14,5798,15,200,96,0
40,2,25,14261,32,401,125,0
40,2,6,14555,6,401,98,1
39,2,16,20661,15,391,94,0
39,2,18,25706,20,391,125,2
39,2,6,21250,7,391,84,0
38,4,30022,184726,9059,873,2810,222
39,2,25,20771,30,391,101,0
38,2,3,27897,4,381,96,0
39,2,10,29876,12,391,137,2
36,1,6,5419,6,180,137,0
35,3,1369,34705,1116,561,473,427
35,2,141,12346,46,351,187,0
37,2,342,16015,189,371,278,26
35,3,243,35328,64,561,169,0
35,2,22,12336,20,351,140,7
36,2,49,12164,63,361,141,14
36,3,54,30349,63,577,141,14
37,1,1,6172,1,185,74,0
37,1,5,5725,7,185,80,0
28,4,776,59234,723,643,1212,404
30,2,8,10312,11,301,131,5
30,2,5,9176,5,301,92,0
32,1,5,4587,7,160,70,0
32,2,6,11303,7,321,70,0
31,2,1,10211,1,311,64,0
31,2,3,10519,5,311,99,0
31,2,4,10505,7,311,70,0
31,1,0,4380,1,155,64,0
31,2,468,10722,240,311,485,29
28,3,717,21771,602,449,317,131
29,1,4,3765,7,145,64,0
29,1,4,5062,6,145,81,0
29,2,197,11299,342,291,255,7
29,3,10,25507,15,465,74,0
28,3,11,24332,14,449,70,0
28,1,0,4009,1,140,58,0
29,2,79,10304,102,291,111,4
39,2,4,14064,4,391,94,0
39,4,30662,131626,230827,896,3462,-1
39,2,10,12918,14,391,90,0
39,3,31,34493,42,625,105,2
39,3,98,33775,98,625,96,0
39,3,467,33396,98,625,92,0
39,3,83,34153,98,625,96,0
38,2,432,14540,287,381,194,18
38,3,30034,63918,56802,609,3184,-1
39,1,2,5475,2,195,84,0
18,2,2,4241,6,181,63,1
18,3,15,9401,28,289,96,1
18,2,3,4432,9,181,63,1
18,2,9,4139,18,181,83,0
18,2,2,4812,6,181,63,1
17,2,8,4140,9,171,102,7
18,2,1,4534,2,181,43,0
18,2,115,4308,240,181,91,0
18,2,2,4135,4,181,54,0
39,2,20,16655,20,391,121,0
38,2,923,15578,698,381,332,218
38,1,2,5468,3,190,84,0
39,2,38,15294,49,391,90,0
38,4,30059,153115,45570,873,260,-1
38,2,198,14125,245,381,171,10
37,4,9668,113784,12138,850,228,392
38,2,377,16388,336,381,202,70
20,1,3,3539,8,100,84,0
19,2,29,4868,69,191,207,0
19,3,78,9667,140,305,114,29
20,2,6,4973,14,201,52,0
20,2,6,4722,14,201,52,0
19,3,12,9628,21,305,62,3
19,2,1,5358,2,191,46,0
20,2,5,4611,14,201,52,0
19,4,27200,49533,22945,436,1614,-1
34,3,6,32454,7,545,78,0
34,3,1,32226,1,545,72,0
34,3,54,33447,59,545,261,8
34,3,272,31294,114,545,276,17
34,3,235,32483,30,545,154,0
34,2,139,11985,176,341,231,92
35,2,323,13501,264,351,177,168
35,2,865,14159,928,351,241,144
35,2,929,14747,1021,351,457,590
35,1,0,4807,1,175,72,0
15,3,228,7694,378,241,104,10
15,1,1,2705,7,75,36,0
15,2,3,3726,14,151,39,0
15,2,4,3742,14,151,39,0
15,3,1448,8998,2835,241,117,10
15,2,44,4261,105,151,52,0
15,2,48,3913,148,151,124,4
15,2,16,3582,56,151,46,0
40,2,2,16884,2,401,88,0
40,2,49,16598,61,401,263,14
39,2,1,16813,1,391,82,0
40,2,1209,21029,459,401,1689,108
33,2,1,9618,2,331,68,0
32,2,14,9834,12,321,88,4
32,2,6,9316,7,321,94,0
33,2,7,10332,10,331,92,0
33,1,2,4769,2,165,73,0
33,3,120,25330,176,529,150,34
33,2,1,10520,2,331,72,0
33,4,12,68718,12,758,115,2
33,2,11,10307,15,331,82,0
33,3,4,25935,6,529,82,0
25,3,19,15780,36,401,107,3
26,1,1,3664,1,130,54,0
26,2,12,6741,18,261,105,0
26,1,1,3595,2,130,56,0
26,2,40,6632,36,261,107,3
25,2,1,6129,2,251,56,0
26,2,1,6053,2,261,56,0
26,2,1,6245,2,261,56,0
26,1,1,3687,2,130,56,0
26,1,1,3488,2,130,56,0
31,2,5,9242,6,311,158,0
29,4,30086,83671,164269,666,5863,-1
30,2,74,10705,107,301,208,89
30,3,23,21584,27,481,129,0
30,2,18,9139,27,301,116,0
32,2,5,9380,8,321,74,0
31,3,1,23183,1,497,64,0
30,2,136,9457,6,301,158,0
32,4,274,68562,244,735,152,0
31,1,0,4245,1,155,64,0
39,2,31,26185,32,391,176,0
39,2,2,18289,2,391,84,0
40,2,28,23851,32,401,179,0
40,1,3,6529,3,200,88,0
40,2,32,18002,30,401,101,0
40,2,17,18739,16,401,98,0
39,3,314,47968,30,625,116,8
40,2,12,16465,14,401,95,0
39,2,29,23396,32,391,176,0
21,2,13,5270,32,211,87,0
21,2,1,4810,4,211,52,0
21,2,1,4659,4,211,58,0
21,3,3749,14315,3224,337,1377,151
20,3,228,9567,512,321,101,223
21,2,1,5292,4,211,53,0
21,2,144,4803,229,211,485,17
21,2,17,4762,32,211,87,0
21,3,417,11358,14,337,81,0
21,2,14,4691,32,211,88,0
19,2,5,4764,12,191,98,1
19,2,22,4501,56,191,95,0
19,4,3479,30582,5555,436,2305,1618
19,2,14,4551,45,191,72,1
19,2,11,4708,30,191,60,0
19,2,67,4622,196,191,202,6
19,1,4,2911,15,95,54,0
19,3,237,10018,660,305,166,75
19,2,6,5107,14,191,85,0
33,2,1030,11690,195,331,200,32
33,2,264,10897,338,331,206,7
33,2,5,10153,7,331,74,0
34,1,9,4624,10,170,106,0
34,2,26,11377,32,341,161,0
33,3,25,28994,32,529,105,0
34,2,6,11615,6,341,98,0
33,3,2958,35739,1265,529,1446,8
32,2,0,10579,1,321,68,0
34,1,7,4858,7,170,74,0
30,2,3,7787,4,301,76,0
30,2,3,7688,3,301,72,0
30,2,11,8497,18,301,86,0
30,2,3,8081,2,301,66,0
30,2,21,7884,34,301,109,0
30,3,6,19321,8,481,82,0
30,2,3,8009,4,301,76,0
30,2,8,8064,12,301,89,0
30,4,1061,50018,1055,689,252,98
36,2,3,12961,4,361,90,0
38,3,2203,43686,2208,609,309,219
37,3,1963,44062,1836,593,338,842
37,1,29,5457,35,185,159,0
37,2,2,12947,2,371,83,0
37,1,2,6440,2,185,83,0
38,2,180,15303,94,381,199,0
37,1,1,5285,2,185,83,0
38,1,13,5662,13,190,117,0
37,2,218,13165,64,371,124,10
29,2,43,9559,59,291,275,43
30,2,6,10889,8,301,109,0
30,2,11,11138,16,301,93,0
30,2,2051,12106,1739,301,642,1109
30,3,452,29417,272,481,210,77
30,2,7,10192,10,301,101,0
29,2,1,9077,2,291,72,0
31,1,1,4651,1,155,62,0
29,2,320,10319,162,291,904,119
36,2,289,12068,140,361,189,24
37,1,1,5736,2,185,81,0
37,2,117,14619,135,371,183,23
37,3,6876,43185,4057,593,1650,963
36,2,2,12277,2,361,78,0
35,3,121,31850,172,561,345,120
36,2,2,12665,2,361,78,0
37,1,1,5252,2,185,78,0
36,2,24,12181,20,361,142,5
36,3,10,42047,10,577,117,2
40,2,13,22097,15,401,98,0
40,2,2306,33948,2409,401,382,130
41,1,936,8333,174,205,1232,0
39,2,242,25597,77,391,301,4
41,3,49,87745,49,657,94,0
40,2,12,22136,15,401,98,0
40,2,5,24941,4,401,101,0
40,2,565,22604,404,401,284,36
41,1,2,7765,2,205,89,0
41,1,161,7453,15,205,98,0
19,1,0,2906,1,95,40,0
19,2,0,4433,1,191,40,0
20,2,2,4877,5,201,63,0
19,2,5,4212,12,191,77,0
19,1,0,2948,1,95,40,0
18,3,3,8913,9,289,60,1
18,4,1,19303,1,413,46,0
18,2,0,4270,1,181,40,0
19,1,0,3029,1,95,40,0
18,2,1,4065,1,181,40,0
24,1,0,3336,1,120,50,0
24,2,0,6036,1,241,50,0
24,2,1,6076,2,241,52,0
25,2,3,7189,7,251,70,0
25,2,665,7585,400,251,745,62
24,2,26,6161,32,241,84,1
24,2,3,6525,4,241,57,0
25,1,0,3466,1,125,50,0
25,2,9,6862,16,251,82,0
22,3,1105,15006,469,353,1072,95
23,2,8,5801,14,231,56,0
23,1,1,4038,2,115,50,0
24,1,24,3905,28,120,119,0
23,2,656,6805,976,231,304,165
24,1,13,3377,29,120,123,0
23,1,1,3325,2,115,50,0
23,2,9,6129,16,231,80,0
22,3,9,12753,14,353,56,0
23,2,13,8401,16,231,80,0
17,3,17,8524,42,273,89,9
17,2,3,4265,6,171,51,0
17,3,2,9054,4,273,52,0
17,1,0,2888,2,85,40,0
16,2,111,3996,250,161,179,78
17,2,0,3999,1,171,34,0
17,2,34,4404,34,171,112,1
17,2,2,3952,4,171,52,0
17,2,24,3921,45,171,53,0
17,3,16,7738,30,273,56,0
41,2,7,16687,6,411,98,0
41,2,6,16199,6,411,98,0
40,4,30019,133129,14670,919,7507,8770
41,2,5,15845,4,411,95,0
41,2,2,16895,2,411,88,0
41,1,1,6093,2,205,89,0
41,2,26,15283,30,411,105,0
40,4,223,91694,18,919,97,2
40,1,0,5830,1,200,82,0
41,2,5,16706,6,411,103,0
27,1,9,3643,15,135,70,0
26,3,296,16036,196,417,200,110
27,2,4,7355,6,271,78,1
27,2,1,7420,2,271,60,0
27,3,7469,22934,8928,433,1072,317
27,4,22,39187,36,620,100,8
27,2,393,7611,498,271,598,31
26,3,79,15553,120,417,109,64
27,3,770,18684,810,433,128,96
27,2,274,7328,237,271,625,9
33,1,0,4725,1,165,68,0
34,2,2,15729,3,341,77,0
34,1,2,5082,3,170,77,0
33,2,11,12707,11,331,103,0
34,1,0,5460,1,170,68,0
32,2,1,11807,1,321,68,0
32,2,1,11980,1,321,68,0
33,2,31,12321,29,331,149,0
33,4,4481,88451,4000,758,394,696
33,2,614,13423,233,331,818,67
40,3,3,37981,3,641,102,1
40,2,32,18738,30,401,135,1
40,4,1576,99017,1380,919,159,48
40,2,16,30063,18,401,114,4
40,3,111,50345,126,641,239,0
40,2,13,15159,14,401,124,0
40,3,77,42635,92,641,219,0
39,3,75,35390,96,625,120,36
40,1,2,6079,3,200,90,0
40,2,28,13917,30,401,98,0
42,1,1,6489,2,210,90,0
41,2,12,15418,12,411,109,4
42,1,2,6526,2,210,90,0
40,2,57,17336,68,401,202,27
41,3,6526,46018,766,657,1375,92
41,3,95,38395,68,657,194,27
41,2,688,15695,498,411,220,247
42,3,571,40269,357,673,221,2
42,2,36,16007,42,421,113,0
42,2,4,16918,4,421,96,0
31,1,1,4427,2,155,66,0
31,2,723,11629,45,311,171,0
32,1,7,4483,8,160,73,0
32,2,13,10900,16,321,97,0
30,3,30061,67191,21672,481,8065,7272
31,1,1,4234,2,155,66,0
31,1,1,4312,2,155,66,0
30,2,2,9263,4,301,68,0
31,1,1,4965,2,155,66,0
31,3,216,23156,98,497,78,4
37,2,1,12152,2,371,80,0
37,2,3,12959,4,371,90,0
37,2,2,12420,2,371,80,0
37,2,1,11902,2,371,80,0
37,2,2,12628,2,371,80,0
37,2,3,12439,4,371,91,0
37,2,1,12373,2,371,80,0
37,2,5,12709,6,371,95,0
37,1,1,5214,1,185,74,0
37,2,3,11944,2,371,80,0
13,1,2,2832,7,65,32,0
13,2,1359,5435,2986,131,979,63
13,1,1,2670,7,65,32,0
13,3,5518,11580,14154,209,1422,39
13,3,9323,16205,22759,209,2150,607
13,2,17,3375,63,131,64,2
13,2,22,3439,84,131,79,2
13,2,12,3380,49,131,38,0
13,2,6,3479,16,131,44,0
13,2,33,3333,137,131,145,1
19,1,3,2894,7,95,44,0
19,3,116,9366,272,305,119,1
19,2,37,4741,105,191,60,0
19,1,0,2889,2,95,44,0
19,2,2,4570,4,191,51,0
19,3,1893,10682,1895,305,961,33
19,2,40,4388,105,191,60,0
19,2,26,4337,42,191,67,0
19,1,5,2929,15,95,54,0
28,2,3,6875,6,281,80,0
28,2,4,6906,6,281,79,0
28,2,27,6945,30,281,78,0
28,2,9,6921,16,281,95,0
28,3,153,16665,178,449,160,17
28,1,1,4567,2,140,63,0
28,4,1674,44969,2003,643,600,211
28,2,3,7125,4,281,69,0
28,2,43,8106,74,281,186,3
21,3,4,11544,8,337,65,0
20,2,47,5178,100,201,171,37
21,3,8,10892,12,337,60,1
21,2,4,5569,6,211,58,0
21,2,7,5683,15,211,58,0
21,2,2,5210,6,211,58,0
21,2,3,4984,5,211,62,0
21,3,5,11803,8,337,60,0
21,1,1,3117,2,105,48,0
21,2,2,5116,4,211,58,0
31,2,2,10459,2,311,68,0
33,1,1,4618,1,165,66,0
32,2,12,10508,16,321,98,0
33,2,10,13010,14,331,77,0
31,2,0,10838,1,311,66,0
32,2,2,9908,2,321,68,0
32,2,5,10781,7,321,72,0
32,3,53,35138,64,513,107,12
32,2,9,10250,14,321,74,0
31,2,1,10326,2,311,68,0
41,1,17,6312,12,205,115,0
40,1,4,6062,5,200,102,0
40,2,14,16064,15,401,112,0
39,2,3,15836,3,391,88,0
40,2,9,16111,10,401,108,3
39,2,335,16339,289,391,323,138
40,2,17258,34873,6316,401,2770,1650
40,2,2,15873,3,401,88,0
31,1,0,4655,1,155,62,0
30,1,1,6704,2,150,66,0
31,3,10,37821,16,497,95,0
29,2,1,13132,2,291,67,0
29,2,8,11667,2,291,66,0
27,4,39,76669,48,620,141,30
29,3,772,32425,472,465,374,180
30,1,1,5233,1,150,62,0
30,1,0,4873,1,150,62,0
37,3,1,45547,2,593,84,0
37,2,28,24499,32,371,171,0
35,3,49,55979,64,561,173,1
35,3,271,53027,128,561,193,30
36,2,52,22692,64,361,191,1
38,3,552,70328,180,609,117,12
36,3,1,49101,2,577,78,0
37,2,112,15000,14,371,90,0
35,3,3409,42747,3683,561,382,2178
36,4,30036,186285,13665,827,9626,2183
17,2,4,3852,12,171,76,0
17,3,8,7583,24,273,74,0
17,3,7,7614,24,273,69,9
17,2,9,3853,30,171,56,0
17,3,28,7331,68,273,77,3
17,1,0,3127,2,85,40,0
17,3,812,9497,1890,273,209,22
17,2,1,3919,4,171,50,0
17,4,6,20523,16,390,86,0
17,2,9,4225,30,171,56,0
36,2,2,16278,3,361,82,0
37,1,1,5911,2,185,83,0
37,2,278,23804,89,371,430,1
38,1,16,5853,16,190,108,0
37,1,1,5682,2,185,83,0
37,1,2,5633,3,185,82,0
37,2,27,27361,32,371,170,0
37,2,17,15546,21,371,88,0
37,1,0,5925,1,185,76,0
28,2,0,9178,1,281,58,0
29,2,230,9874,127,291,204,0
26,3,2,19594,1,417,58,0
27,2,1,8524,1,271,58,0
27,2,0,8760,1,271,58,0
27,2,34,8523,35,271,176,0
27,3,0,20629,1,433,58,0
28,2,1,9453,1,281,58,0
27,2,24,8225,35,271,176,0
13,2,4,4099,15,131,42,0
12,2,12,3725,32,121,66,10
12,2,1,3565,3,121,37,0
13,1,0,2731,1,65,26,0
13,2,67,4255,167,131,323,2
13,2,6,3981,15,131,42,0
13,1,0,2876,1,65,26,0
12,2,0,3358,3,121,37,0
13,1,0,2999,2,65,30,0
12,2,4,3469,15,121,42,0
26,2,1,6557,2,261,58,0
26,2,1,6887,2,261,58,0
26,2,15,6431,14,261,83,3
27,1,1,3812,2,135,58,0
27,1,0,3772,1,135,56,0
26,2,1,6294,2,261,58,0
27,2,51,7325,58,271,134,0
27,2,3,7502,1,271,56,0
28,1,1,4566,1,140,56,0
27,2,4,8204,5,271,76,0
14,2,51,3743,101,141,263,1
14,2,51,3526,101,141,259,1
13,2,1,3243,3,131,44,1
13,3,212,6853,274,209,511,61
14,1,0,2883,2,70,34,0
15,1,7,3002,16,75,64,0
14,3,14,6339,31,225,121,7
14,1,0,2648,2,70,34,0
15,2,52,3789,128,151,79,1
15,1,3,2635,8,75,41,0
15,2,3,4302,8,151,52,1
16,2,2,4378,4,161,53,0
16,2,119,4454,241,161,474,3
16,2,10,4190,34,161,77,0
16,1,0,2854,1,80,32,0
16,3,25,9479,68,257,93,2
15,2,4,4319,6,151,52,2
15,2,11,3770,33,151,117,31
15,2,6,3766,16,151,50,0
11,2,0,3208,4,111,40,0
11,2,1,3088,4,111,32,0
11,2,0,3113,4,111,32,0
11,2,2,3290,8,111,44,0
11,2,1,3188,4,111,40,0
11,4,30178,42515,79664,252,2891,-1
10,2,123,3162,362,101,443,78
11,2,37,3126,200,111,143,3
11,1,0,2593,2,55,28,0
11,2,9,3111,30,111,44,0
39,1,3,5274,3,195,86,0
40,1,1,5740,1,200,80,0
40,1,1,5684,1,200,80,0
39,4,1152,70948,903,896,169,163
39,3,766,33435,552,625,230,229
40,3,870,35139,842,641,319,1
40,2,2,13613,2,401,86,0
40,2,2,13202,2,401,86,0
39,2,54,13909,60,391,126,0
22,2,1,5298,2,221,50,0
22,2,3,4945,8,221,60,1
22,3,5,11024,10,353,71,0
22,1,1,3053,2,110,50,0
22,2,12,5210,28,221,85,1
22,2,2,5634,4,221,60,0
22,2,22,5254,4,221,62,0
22,2,2,5097,6,221,61,0
22,3,22,12169,30,353,66,0
22,2,3580,9404,3886,221,1726,54
36,2,40,16576,36,361,191,2
36,2,258,15177,121,361,504,1
36,2,28,13312,30,361,95,0
35,2,19,13293,15,351,137,5
36,3,236,40787,150,577,127,4
36,2,39,12990,48,361,132,0
36,2,26,14294,30,361,95,0
36,2,10,13839,15,361,88,0
36,2,0,13040,1,361,72,0
36,2,8,13019,10,361,99,0
36,3,3,36925,2,577,78,0
37,2,21,12590,17,371,123,0
37,3,16,38344,17,593,123,0
36,2,12,12586,12,361,168,3
35,4,217,74353,108,804,182,45
36,2,2,12553,2,361,78,0
38,2,21,13810,17,381,144,0
36,3,23,31239,14,577,113,3
38,1,12,6624,11,190,113,0
33,3,13,28763,7,529,76,0
34,1,1,4910,1,170,70,0
33,3,1,33164,1,529,70,0
33,2,1,12282,1,331,70,0
32,4,536,88654,226,735,1406,100
35,1,5,4944,7,175,76,0
35,2,896,18452,899,351,234,0
35,1,4,4980,7,175,76,0
35,1,1,4954,2,175,73,0
27,1,4,3686,9,135,102,0
25,3,9996,27512,6850,401,2435,1420
26,1,29,3547,48,130,171,0
26,1,0,3517,1,130,54,0
26,2,5,6649,7,261,60,0
27,3,5,20626,8,433,100,0
26,2,209,7025,336,261,177,12
25,3,8610,27939,5807,401,2978,3494
27,2,3,7118,7,271,60,0
39,2,277,15291,14,391,88,0
40,1,6,6503,7,200,86,0
39,1,1,5778,2,195,88,0
40,1,20,6105,29,200,155,0
39,1,27,6085,33,195,180,0
40,2,4,16233,5,401,100,0
40,1,6,7649,7,200,86,0
37,3,5022,42752,4612,593,636,2159
16,3,0,7671,2,257,38,0
16,3,310,8947,286,257,459,43
