length, lev_dist, lev_margin, lang_size, time
64, 1, 0, 46, 1.428669417s
65, 1, 0, 14, 1.596836542s
5, 1, 0, 5, 3.766583ms
74, 2, 1, 22815, 3.841814875s
42, 3, 1, 58037, 2.640851500s
52, 1, 0, 78, 1.878147500s
30, 2, 1, 361, 553.068041ms
15, 2, 1, 6642, 458.263416ms
79, 3, 2, 5954153, 19.278199209s
86, 2, 0, 2809, 13.961322458s
52, 1, 0, 28, 1.769748875s
9, 1, 0, 46, 15.997667ms
13, 1, 0, 5, 39.486750ms
55, 3, 2, 8319688, 33.099471583s
6, 1, 0, 11, 10.869ms
18, 3, 2, 296456, 5.415270292s
15, 2, 1, 8261, 491.248584ms
52, 1, 0, 54, 919.232917ms
25, 2, 1, 2867, 225.048375ms
33, 1, 0, 6, 318.083ms
41, 3, 2, 1407501, 44.234460042s
26, 2, 1, 22873, 319.720417ms
5, 1, 0, 3, 8.824042ms
6, 1, 0, 2, 5.027417ms
28, 3, 0, 192, 1.056344625s
37, 1, 0, 26, 471.995458ms
39, 3, 1, 1515528, 14.053125542s
46, 2, 0, 357, 2.022552250s
82, 3, 1, 66654, 17.974686292s
49, 1, 0, 21, 713.141958ms
34, 2, 1, 14688, 1.683607583s
14, 2, 1, 11990, 162.324500ms
63, 1, 0, 31, 1.586545167s
59, 1, 0, 6, 1.319900791s
28, 3, 1, 120651, 2.949517125s
72, 2, 1, 12527, 4.273031042s
7, 1, 0, 5, 141.690333ms
5, 3, 2, 168382, 2.191494917s
29, 2, 0, 4, 577.932ms
12, 2, 1, 5191, 116.829708ms
13, 2, 1, 12621, 583.806666ms
17, 2, 0, 6, 238.968458ms
16, 3, 1, 421035, 6.218186917s
89, 3, 1, 185216, 22.604187167s
22, 2, 1, 17482, 591.929500ms
66, 1, 0, 65, 1.574494583s
34, 3, 2, 4183717, 14.454124334s
5, 2, 1, 606, 16.184500ms
55, 1, 0, 3, 1.077193042s
53, 2, 1, 11578, 1.652237875s
10, 3, 2, 292618, 3.118773792s
22, 3, 2, 1511366, 13.164146750s
33, 1, 0, 68, 356.011125ms
68, 2, 1, 36463, 4.012679708s
47, 3, 1, 839836, 39.168556958s
59, 1, 0, 29, 1.336998833s
42, 3, 2, 23198195, 25.247196625s
67, 2, 1, 50177, 3.013901625s
64, 3, 1, 202739, 7.868837208s
20, 1, 0, 76, 64.738584ms
32, 2, 1, 8666, 727.928209ms
68, 1, 0, 5, 2.001417917s
12, 1, 0, 2, 24.669083ms
17, 1, 0, 5, 45.370333ms
18, 3, 2, 2165357, 10.278626334s
25, 3, 2, 1763806, 6.271465917s
53, 3, 1, 2146872, 54.452055792s
53, 2, 1, 57041, 2.100059042s
13, 1, 0, 32, 23.373834ms
76, 2, 1, 4753, 5.322051708s
19, 2, 1, 16242, 765.538667ms
14, 1, 0, 5, 45.980250ms
46, 1, 0, 2, 583.547208ms
60, 2, 1, 32719, 2.893161833s
52, 1, 0, 19, 951.076333ms
56, 2, 0, 576, 4.841238625s
73, 2, 1, 2343, 5.388452917s
84, 3, 1, 510600, 17.388944458s
40, 1, 0, 5, 530.194750ms
31, 2, 1, 2684, 551.884959ms
60, 3, 2, 11093414, 2m 4.807782s
77, 1, 0, 13, 3.303449416s
85, 3, 2, 9994808, 31.832372666s
71, 3, 2, 20033626, 54.410807541s
64, 3, 2, 7381161, 17.753614042s
28, 2, 1, 3856, 649.902750ms
18, 1, 0, 51, 42.106334ms
79, 1, 0, 118, 3.138727458s
11, 2, 1, 680, 56.686292ms
5, 3, 1, 82923, 779.057625ms
53, 3, 1, 3914, 5.110077375s
28, 3, 0, 3612, 1.168892708s
75, 3, 2, 18302942, 2m 6.615329s
29, 3, 2, 1532426, 8.888228375s
96, 2, 0, 208, 17.651656s
17, 1, 0, 16, 42.604500ms
15, 3, 1, 4165, 197.150959ms
70, 1, 0, 4, 1.862511542s
43, 1, 0, 67, 410.465ms
22, 3, 2, 1716324, 32.595895041s
13, 1, 0, 7, 22.052583ms
17, 1, 0, 41, 48.847625ms
63, 1, 0, 35, 1.419994542s
37, 2, 1, 14652, 1.035765875s
25, 2, 1, 41699, 702.030458ms
57, 1, 0, 16, 1.256724083s
41, 1, 0, 2, 574.754125ms
54, 3, 0, 544, 6.457581333s
41, 1, 0, 31, 599.467750ms
15, 1, 0, 102, 44.887125ms
8, 1, 0, 11, 7.981250ms
41, 3, 1, 326052, 2.049671166s
65, 2, 1, 1458, 3.128312750s
11, 3, 1, 104184, 1.988736666s
18, 1, 0, 16, 67.033583ms
9, 2, 1, 1362, 46.606667ms
12, 3, 1, 552940, 8.017808083s
50, 1, 0, 80, 747.244625ms
71, 2, 0, 64, 6.765096125s
31, 1, 0, 7, 308.199125ms
49, 2, 1, 29533, 2.342083833s
21, 2, 1, 19280, 516.247ms
62, 2, 1, 46306, 2.893246542s
24, 2, 1, 19161, 343.348ms
17, 3, 1, 370953, 6.583471833s
32, 2, 1, 7242, 950.175208ms
24, 3, 2, 7026151, 29.150147083s
21, 2, 1, 15154, 305.087875ms
11, 2, 1, 5558, 250.868666ms
42, 2, 1, 30770, 1.237844s
72, 3, 0, 2114, 15.897151958s
45, 2, 1, 3254, 1.837705042s
70, 2, 1, 3593, 4.852074959s
38, 3, 1, 822003, 18.754927292s
55, 1, 0, 5, 1.034215s
70, 2, 1, 47241, 6.276935833s
50, 1, 0, 41, 863.979416ms
31, 1, 0, 71, 500.860458ms
31, 2, 1, 21817, 1.232523375s
16, 3, 1, 41928, 809.452ms
60, 2, 1, 54341, 3.586927625s
12, 2, 0, 50, 107.035083ms
28, 1, 0, 38, 175.195875ms
42, 1, 0, 50, 571.392417ms
14, 2, 1, 1536, 89.233167ms
42, 2, 1, 59269, 1.311550167s
17, 2, 1, 22902, 435.168750ms
16, 2, 1, 16772, 1.036954875s
56, 1, 0, 5, 1.550610166s
17, 2, 0, 165, 270.415750ms
9, 3, 2, 465895, 3.036910916s
37, 2, 1, 17650, 770.456125ms
40, 2, 1, 1907, 1.316263s
12, 2, 1, 371, 84.155500ms
17, 3, 2, 1958460, 40.947966750s
31, 3, 0, 2, 2.361152541s
31, 3, 1, 152585, 3.407593667s
39, 2, 1, 36567, 1.696236959s
45, 3, 0, 136, 6.012390417s
28, 2, 1, 16866, 1.100008541s
92, 2, 1, 7240, 11.990387500s
18, 2, 1, 10316, 313.438542ms
27, 2, 0, 784, 502.764625ms
95, 3, 1, 28808, 24.996319791s
60, 2, 1, 38444, 4.009160959s
40, 2, 1, 24820, 3.727755625s
59, 1, 0, 6, 1.365564625s
45, 1, 0, 27, 720.979666ms
28, 1, 0, 8, 168.917583ms
59, 3, 2, 4478990, 43.801854792s
35, 1, 0, 26, 298.698708ms
44, 3, 0, 24476, 4.161935292s
6, 2, 0, 3903, 17.576250ms
58, 2, 0, 69, 3.949119041s
20, 1, 0, 58, 63.794292ms
9, 1, 0, 27, 10.367083ms
24, 1, 0, 30, 96.233792ms
77, 2, 0, 580, 10.259914792s
14, 1, 0, 13, 30.848625ms
7, 3, 1, 12673, 206.979791ms
15, 3, 2, 346386, 1.365467875s
62, 2, 0, 4606, 5.261752500s
68, 2, 1, 5016, 3.630763459s
22, 2, 1, 2254, 194.944625ms
97, 2, 1, 20482, 10.478854958s
43, 2, 1, 45994, 1.541139584s
64, 2, 0, 2, 4.825660458s
58, 2, 0, 1764, 3.843883084s
23, 2, 0, 370, 439.156291ms
21, 1, 0, 42, 106.131667ms
51, 1, 0, 13, 982.476125ms
17, 2, 1, 4877, 190.576667ms
56, 1, 0, 2, 1.337772250s
40, 2, 1, 15713, 1.300419958s
12, 3, 2, 1120171, 6.334563375s
56, 3, 0, 603432, 8.329228375s
20, 2, 1, 2942, 253.830584ms
12, 1, 0, 3, 17.543291ms
19, 1, 0, 13, 58.164958ms
74, 2, 0, 819, 8.813733958s
40, 2, 1, 19646, 1.744063875s
68, 2, 1, 1861, 5.039335s
52, 1, 0, 2, 1.851016375s
44, 3, 1, 530945, 11.399147083s
24, 2, 1, 16273, 479.624834ms
32, 2, 1, 37328, 1.264237375s
48, 3, 1, 22688, 5.639658042s
38, 1, 0, 4, 413.660084ms
33, 2, 1, 31512, 1.020205166s
50, 1, 0, 5, 1.013250875s
10, 2, 1, 7799, 184.618750ms
26, 1, 0, 4, 128.086166ms
19, 3, 2, 946285, 12.055123292s
9, 1, 0, 46, 11.309625ms
39, 2, 0, 1376, 1.503492750s
47, 3, 2, 17890688, 38.214434125s
65, 2, 1, 5874, 3.360207708s
25, 3, 0, 8327, 1.039471500s
80, 1, 0, 11, 3.097919458s
63, 1, 0, 62, 1.621255084s
21, 1, 0, 8, 89.068333ms
33, 1, 0, 15, 401.155541ms
31, 1, 0, 76, 324.011666ms
71, 2, 1, 13132, 4.019375625s
55, 2, 0, 63, 3.514130792s
34, 3, 1, 376801, 8.546213791s
22, 2, 1, 20389, 352.481500ms
45, 3, 2, 432960, 9.145406167s
49, 2, 1, 5477, 1.711459875s
18, 3, 2, 416429, 16.994595458s
42, 2, 0, 63, 1.562768041s
54, 1, 0, 13, 1.160342083s
31, 3, 2, 3218201, 55.351698417s
53, 2, 1, 29635, 2.106818541s
25, 1, 0, 29, 122.586792ms
37, 2, 1, 19100, 964.585167ms
13, 1, 0, 6, 24.858333ms
14, 2, 0, 1023, 95.173541ms
24, 2, 1, 21348, 260.693167ms
27, 2, 1, 25015, 918.946125ms
32, 3, 2, 318276, 5.147421166s
9, 1, 0, 46, 23.785791ms
94, 2, 0, 26, 14.892301542s
17, 2, 0, 90, 271.548334ms
16, 2, 1, 7245, 196.414208ms
80, 3, 2, 12028690, 38.084900750s
27, 1, 0, 23, 162.667292ms
75, 2, 1, 1691, 4.759467833s
43, 1, 0, 3, 478.626750ms
45, 2, 1, 25077, 1.723733s
58, 1, 0, 12, 1.840904292s
66, 2, 1, 57916, 4.440253125s
57, 2, 1, 32520, 3.315703917s
67, 3, 0, 1061208, 14.874224750s
37, 2, 1, 7823, 1.403744083s
20, 1, 0, 39, 131.118500ms
50, 3, 2, 21320199, 1m 33.693904792s
21, 3, 2, 333593, 8.620499625s
36, 3, 2, 4413871, 32.368025s
15, 2, 0, 18, 312.476208ms
14, 3, 2, 706459, 12.136095792s
19, 2, 0, 49, 154.428375ms
15, 2, 0, 261, 95.835ms
15, 2, 1, 11616, 200.797041ms
6, 1, 0, 2, 4.916125ms
77, 1, 0, 2, 2.904200792s
76, 2, 1, 2385, 4.669689458s
91, 1, 0, 64, 4.641455292s
81, 3, 2, 4605047, 17.994699750s
19, 3, 2, 325104, 2.840214167s
15, 1, 0, 5, 29.218250ms
34, 2, 1, 38973, 718.445458ms
21, 1, 0, 31, 78.552416ms
41, 2, 1, 12066, 1.036031541s
58, 1, 0, 3, 1.004787s
42, 1, 0, 4, 571.951084ms
78, 1, 0, 17, 2.869417s
57, 3, 2, 4769493, 30.386872083s
25, 1, 0, 8, 88.876542ms
34, 2, 1, 11353, 588.926875ms
92, 3, 1, 8837994, 23.394076875s
49, 1, 0, 9, 1.312277209s
67, 2, 0, 30, 7.408026542s
18, 1, 0, 3, 107.985167ms
75, 3, 0, 3711, 20.207074708s
13, 2, 1, 3176, 125.066666ms
12, 3, 2, 202777, 1.480008583s
20, 2, 1, 23960, 719.188875ms
85, 1, 0, 79, 6.175260333s
38, 3, 2, 893577, 15.919243208s
14, 1, 0, 39, 43.674791ms
67, 2, 1, 13216, 5.275378208s
7, 2, 1, 3128, 66.887959ms
24, 1, 0, 5, 114.367333ms
17, 2, 0, 165, 282.011458ms
41, 3, 2, 1482981, 46.917416500s
51, 3, 2, 2134222, 46.579579458s
29, 2, 1, 20466, 697.311583ms
76, 1, 0, 19, 3.120840709s
84, 2, 0, 82, 15.433766459s
12, 2, 0, 801, 85.418ms
83, 1, 0, 102, 3.993539708s
61, 1, 0, 28, 1.806570s
49, 2, 1, 60176, 2.415016416s
93, 1, 0, 47, 6.069111875s
55, 2, 1, 27161, 2.588660625s
26, 2, 1, 19890, 321.069250ms
47, 2, 1, 783, 1.610688959s
40, 3, 2, 1515244, 4.475668542s
44, 1, 0, 13, 1.051333708s
31, 1, 0, 4, 150.511625ms
15, 1, 0, 3, 66.710583ms
32, 2, 1, 4543, 851.446334ms
76, 2, 1, 17438, 5.842818708s
71, 1, 0, 58, 2.723445917s
66, 2, 1, 60467, 4.294122375s
62, 1, 0, 2, 1.732054666s
20, 1, 0, 13, 215.986417ms
20, 3, 2, 7405699, 2m 2.152667417s
30, 1, 0, 46, 196.177833ms
23, 1, 0, 64, 111.817750ms
73, 1, 0, 36, 3.393024084s
11, 1, 0, 80, 26.768875ms
32, 2, 1, 13731, 1.029028417s
18, 1, 0, 68, 55.966417ms
43, 3, 1, 378950, 2.952056500s
33, 2, 1, 284, 366.818375ms
79, 2, 0, 3, 10.884152834s
11, 1, 0, 35, 16.638916ms
62, 1, 0, 10, 1.447507959s
20, 1, 0, 93, 64.509417ms
31, 3, 1, 12022, 1.508678666s
21, 1, 0, 64, 62.981458ms
69, 3, 2, 401011, 25.262245416s
57, 1, 0, 5, 1.245480500s
94, 2, 1, 12413, 8.599208416s
23, 3, 2, 1347873, 7.474379542s
49, 3, 2, 7383413, 21.461904167s
59, 1, 0, 17, 1.899282916s
97, 1, 0, 45, 6.706167834s
50, 2, 1, 35868, 3.898549917s
19, 1, 0, 57, 74.314167ms
17, 3, 2, 681713, 13.447494500s
52, 2, 1, 6252, 1.542998708s
82, 3, 2, 1083184, 58.836400167s
91, 2, 0, 24, 15.014967667s
29, 2, 1, 29136, 857.967583ms
70, 2, 0, 265, 7.897640791s
16, 1, 0, 81, 45.046500ms
18, 2, 1, 14820, 1.153821750s
8, 1, 0, 35, 8.947417ms
22, 2, 1, 534, 163.459500ms
5, 1, 0, 41, 4.515625ms
40, 1, 0, 16, 539.518875ms
31, 2, 1, 15207, 550.417458ms
86, 1, 0, 71, 3.900684667s
33, 1, 0, 70, 221.807500ms
30, 1, 0, 5, 178.656750ms
20, 1, 0, 58, 216.217083ms
90, 3, 2, 2614276, 1m 51.950079833s
31, 1, 0, 5, 369.553292ms
54, 2, 1, 2421, 2.255796083s
47, 1, 0, 102, 765.116917ms
51, 2, 1, 22017, 2.736164834s
44, 3, 1, 24881, 3.744588250s
44, 1, 0, 8, 585.018625ms
51, 1, 0, 29, 994.727208ms
30, 2, 1, 30692, 551.905250ms
28, 1, 0, 4, 136.070875ms
41, 1, 0, 26, 507.315959ms
15, 3, 2, 1106943, 5.095516542s
92, 2, 0, 230, 15.430401542s
47, 1, 0, 26, 635.636750ms
37, 1, 0, 9, 338.590750ms
12, 1, 0, 90, 32.695958ms
5, 1, 0, 20, 3.876750ms
97, 1, 0, 6, 4.828898125s
31, 1, 0, 46, 176.578625ms
30, 2, 1, 2854, 372.638500ms
73, 1, 0, 18, 1.936758417s
24, 2, 0, 32, 447.746041ms
59, 1, 0, 2, 1.045673s
75, 1, 0, 9, 2.369572584s
5, 1, 0, 11, 3.875167ms
16, 3, 2, 2011956, 6.132879583s
7, 3, 2, 86849, 1.144535292s
83, 3, 1, 1818930, 16.181199625s
14, 3, 2, 988075, 16.367752833s
59, 2, 1, 14889, 2.549761958s
22, 2, 1, 25956, 430.539ms
62, 2, 1, 63009, 3.085964083s
59, 3, 1, 110678, 5.926673625s
22, 2, 1, 8562, 560.539958ms
35, 2, 1, 24944, 2.665055917s
31, 1, 0, 9, 186.490667ms
7, 2, 0, 6, 24.915958ms
50, 1, 0, 47, 811.613583ms
10, 1, 0, 34, 15.112250ms
24, 1, 0, 4, 217.826041ms
94, 1, 0, 80, 4.627687750s
52, 1, 0, 37, 801.601416ms
26, 3, 2, 3319892, 17.277073875s
30, 2, 0, 222, 497.662250ms
44, 1, 0, 26, 542.680500ms
52, 2, 1, 1395, 1.636671375s
31, 1, 0, 20, 191.075917ms
61, 1, 0, 79, 1.386326417s
9, 3, 2, 465895, 2.747040084s
21, 1, 0, 34, 102.597333ms
24, 1, 0, 11, 112.928417ms
72, 2, 1, 13405, 5.263205250s
51, 1, 0, 37, 910.433167ms
40, 2, 0, 1301, 1.977204667s
50, 3, 2, 1590100, 6.704525458s
46, 2, 1, 44439, 3.083288s
60, 3, 0, 201, 11.037993834s
35, 3, 2, 7494305, 3m 38.800069125s
15, 1, 0, 65, 40.577583ms
67, 3, 1, 2862, 10.734329417s
54, 2, 1, 48193, 3.615879125s
6, 2, 1, 1283, 41.497667ms
77, 1, 0, 6, 4.598014500s
34, 1, 0, 90, 471.384292ms
31, 1, 0, 2, 338.820875ms
21, 2, 1, 22937, 545.502333ms
50, 2, 1, 6039, 2.163294875s
10, 2, 1, 4656, 311.955750ms
88, 2, 1, 72194, 10.365735875s
94, 3, 2, 26750649, 1m 45.473733916s
37, 1, 0, 6, 494.456833ms
42, 2, 1, 61543, 4.494509542s
11, 1, 0, 9, 14.561209ms
49, 2, 0, 49, 2.335587792s
22, 1, 0, 17, 90.742209ms
34, 2, 1, 5253, 650.842791ms
93, 3, 2, 54460371, 2m 40.778576916s
30, 2, 1, 1519, 509.476375ms
50, 1, 0, 6, 1.012333583s
32, 2, 1, 23410, 722.630334ms
49, 1, 0, 25, 1.048254375s
12, 2, 0, 10404, 78.865958ms
42, 1, 0, 68, 613.197209ms
32, 2, 0, 841, 723.026875ms
12, 2, 1, 2311, 102.121250ms
31, 3, 2, 592646, 55.684494959s
20, 2, 0, 63, 161.950292ms
70, 1, 0, 55, 1.937201666s
9, 2, 1, 1362, 49.575ms
11, 1, 0, 34, 15.640875ms
54, 1, 0, 47, 1.101803667s
72, 2, 1, 76308, 5.332757709s
45, 1, 0, 8, 594.358542ms
36, 2, 0, 203, 833.562458ms
25, 1, 0, 41, 109.320250ms
20, 1, 0, 35, 54.823708ms
9, 2, 1, 4117, 83.289ms
9, 2, 1, 1369, 40.414583ms
71, 3, 2, 3539684, 41.888062792s
92, 2, 1, 74611, 8.626033417s
28, 2, 1, 24363, 1.018384208s
33, 2, 1, 16057, 2.556961833s
57, 2, 0, 1369, 3.526114792s
33, 2, 1, 16946, 631.782125ms
69, 3, 1, 72473, 12.236283125s
41, 1, 0, 14, 571.265042ms
64, 1, 0, 12, 1.692881875s
11, 1, 0, 15, 35.135250ms
63, 2, 1, 49804, 4.194183334s
53, 1, 0, 2, 1.011069667s
29, 1, 0, 12, 188.858292ms
17, 2, 1, 3309, 419.037958ms
19, 3, 2, 668622, 8.544713750s
60, 2, 0, 4, 4.632471250s
78, 3, 2, 1468789, 1m 47.476680208s
62, 1, 0, 8, 1.534231084s
39, 1, 0, 48, 491.533542ms
9, 2, 1, 9259, 195.031458ms
68, 2, 0, 39, 6.804147916s
56, 3, 2, 13430808, 39.836485125s
67, 3, 2, 6507949, 17.542450666s
90, 2, 1, 81605, 9.882357542s
42, 2, 1, 5428, 1.267705250s
87, 1, 0, 5, 3.977733416s
7, 2, 1, 4225, 81.096083ms
25, 2, 1, 9603, 482.358084ms
21, 1, 0, 28, 76.185125ms
18, 2, 1, 17975, 340.277583ms
83, 1, 0, 39, 3.314655584s
99, 2, 0, 52, 18.113390833s
76, 2, 1, 3618, 4.477372667s
69, 3, 2, 36953961, 1m 0.859802042s
22, 2, 1, 4805, 308.107542ms
72, 2, 1, 18557, 3.806283500s
30, 1, 0, 33, 184.423041ms
33, 2, 0, 156, 704.516959ms
16, 2, 1, 385, 137.752333ms
12, 1, 0, 4, 46.358708ms
12, 1, 0, 6, 60.158500ms
17, 2, 1, 8946, 338.257792ms
54, 3, 1, 54712, 4.433560458s
15, 1, 0, 44, 52.403375ms
20, 2, 1, 20031, 496.172958ms
32, 1, 0, 26, 340.602500ms
45, 2, 1, 4331, 975.384084ms
12, 2, 1, 3118, 228.856791ms
61, 1, 0, 5, 1.344620667s
95, 3, 2, 3956937, 36.217201791s
54, 1, 0, 28, 970.294375ms
8, 3, 1, 7120, 70.782500ms
9, 1, 0, 9, 10.048709ms
14, 1, 0, 36, 33.183709ms
57, 3, 1, 72077, 6.797021375s
31, 3, 2, 516381, 29.648277583s
24, 1, 0, 2, 97.035459ms
41, 2, 1, 46613, 2.711355041s
40, 1, 0, 70, 492.890416ms
77, 3, 1, 1215290, 36.298304583s
65, 1, 0, 8, 1.508508500s
19, 2, 1, 7548, 259.816375ms
5, 1, 0, 3, 3.696250ms
9, 3, 1, 132096, 2.480865583s
89, 2, 1, 13220, 6.844819250s
59, 1, 0, 43, 1.244629083s
19, 1, 0, 38, 70.484917ms
40, 3, 1, 812, 2.097882958s
30, 2, 1, 29897, 991.035166ms
12, 2, 1, 7311, 208.479417ms
36, 2, 1, 42404, 899.286ms
5, 2, 1, 113, 9.694ms
43, 1, 0, 61, 467.661458ms
28, 2, 1, 6042, 518.889333ms
42, 1, 0, 56, 509.577708ms
32, 1, 0, 64, 256.396500ms
9, 3, 2, 98191, 1.488655s
24, 2, 1, 10868, 286.620458ms
66, 1, 0, 8, 2.036943917s
59, 1, 0, 34, 1.636786166s
58, 1, 0, 31, 1.710168541s
58, 1, 0, 10, 2.046631083s
80, 2, 1, 22368, 7.904093667s
69, 2, 1, 789, 5.071457417s
72, 2, 1, 2453, 4.698448542s
34, 3, 2, 5685332, 1m 11.622017208s
91, 3, 1, 197487, 27.919853917s
73, 1, 0, 26, 2.300590042s
54, 1, 0, 32, 911.385583ms
34, 3, 2, 199649, 24.790968334s
19, 1, 0, 31, 55.306459ms
49, 2, 1, 25657, 1.723128375s
68, 1, 0, 64, 1.874354250s
79, 3, 2, 2094422, 26.821564542s
59, 1, 0, 26, 1.267479458s
18, 1, 0, 34, 53.841083ms
46, 2, 0, 553, 1.975085208s
28, 2, 1, 26564, 783.664459ms
25, 1, 0, 3, 272.326750ms
19, 3, 0, 5, 505.694459ms
8, 3, 2, 71207, 687.154667ms
70, 2, 0, 1532, 6.355701417s
5, 1, 0, 41, 4.403417ms
54, 2, 0, 44, 2.974964500s
72, 1, 0, 24, 2.169944333s
65, 3, 2, 38140859, 42.399249625s
39, 1, 0, 70, 326.344ms
87, 1, 0, 62, 3.577227375s
61, 1, 0, 11, 1.422685833s
62, 2, 1, 43744, 2.567611917s
43, 1, 0, 112, 566.998625ms
24, 1, 0, 2, 96.656542ms
7, 3, 1, 77263, 1.782531292s
50, 2, 1, 67361, 1.625732083s
24, 1, 0, 48, 97.683709ms
17, 3, 2, 1747264, 28.211972792s
9, 1, 0, 12, 10.515917ms
6, 1, 0, 4, 5.046792ms
50, 2, 1, 38085, 1.539474083s
79, 1, 0, 102, 2.469786s
38, 1, 0, 28, 448.660083ms
37, 3, 1, 213674, 2.353394542s
15, 2, 1, 5069, 160.281959ms
20, 3, 0, 21952, 365.795875ms
38, 1, 0, 7, 450.705583ms
70, 2, 1, 13593, 3.181344375s
40, 3, 2, 2103208, 12.786202083s
20, 1, 0, 53, 83.428417ms
26, 2, 1, 1824, 385.588417ms
63, 3, 2, 1842640, 9.690459208s
6, 2, 1, 3138, 50.051667ms
48, 1, 0, 30, 753.079250ms
31, 3, 2, 1710697, 29.428324958s
87, 1, 0, 84, 3.365256250s
18, 1, 0, 34, 56.089458ms
46, 2, 0, 240, 2.021071625s
61, 2, 1, 69966, 3.406160250s
80, 2, 0, 529, 9.018286375s
45, 2, 1, 16699, 1.307677791s
68, 2, 1, 55871, 4.621278750s
40, 2, 1, 10668, 984.019709ms
50, 2, 0, 2, 2.848720375s
78, 1, 0, 16, 3.032591333s
9, 1, 0, 23, 10.678084ms
35, 3, 2, 371360, 12.551551250s
18, 1, 0, 80, 161.385041ms
33, 1, 0, 10, 224.482542ms
20, 3, 2, 626504, 25.018369792s
10, 3, 2, 205379, 1.006030834s
50, 3, 2, 7589275, 14.811296041s
77, 1, 0, 102, 2.525668084s
23, 2, 1, 29156, 413.870500ms
19, 2, 1, 14302, 390.389167ms
43, 2, 1, 35815, 4.205126084s
42, 1, 0, 48, 414.604750ms
32, 2, 1, 13560, 378.208875ms
5, 2, 1, 4379, 54.450250ms
16, 1, 0, 64, 33.657292ms
31, 2, 0, 33, 641.063541ms
20, 2, 0, 812, 182.978375ms
24, 2, 1, 28714, 657.457542ms
25, 2, 1, 15318, 273.454417ms
49, 3, 1, 585306, 17.646288625s
37, 1, 0, 39, 299.347750ms
92, 2, 1, 3784, 7.238722583s
59, 1, 0, 18, 1.131777750s
94, 2, 0, 4704, 14.593095166s
61, 1, 0, 64, 1.238441208s
9, 2, 1, 11184, 237.782708ms
82, 1, 0, 54, 2.788363709s
69, 3, 0, 3002, 13.772396s
80, 1, 0, 67, 2.764643625s
37, 1, 0, 6, 456.468ms
43, 1, 0, 2, 564.224541ms
16, 2, 1, 9670, 210.444166ms
8, 1, 0, 5, 14.467583ms
63, 1, 0, 2, 1.518966167s
49, 1, 0, 14, 750.384ms
48, 1, 0, 2, 731.151084ms
46, 1, 0, 97, 641.833583ms
92, 3, 2, 43435016, 53.536360125s
38, 2, 1, 41369, 1.423357250s
18, 3, 2, 157469, 2.584096792s
50, 2, 1, 1525, 1.625635250s
9, 3, 2, 465895, 2.299970625s
60, 1, 0, 29, 1.379394917s
57, 1, 0, 152, 1.283449458s
30, 3, 1, 208913, 5.596865584s
55, 2, 1, 14166, 1.800398292s
13, 2, 1, 2620, 148.194334ms
16, 1, 0, 27, 30.761833ms
88, 1, 0, 4, 4.429450458s
61, 2, 0, 57, 4.532355458s
90, 3, 2, 58438334, 1m 16.169535500s
27, 2, 1, 8939, 1.014570917s
34, 1, 0, 6, 245.968167ms
22, 2, 1, 2440, 185.822167ms
35, 1, 0, 56, 283.518375ms
21, 1, 0, 47, 233.508125ms
13, 3, 2, 1356414, 8.759050208s
22, 3, 2, 313996, 6.041780625s
42, 2, 1, 2165, 977.823834ms
35, 2, 1, 18729, 954.314667ms
37, 2, 0, 6, 1.158163542s
85, 1, 0, 14, 3.436822500s
10, 2, 1, 4538, 126.046709ms
40, 1, 0, 23, 475.250459ms
53, 2, 1, 56243, 1.795597958s
40, 1, 0, 30, 471.722292ms
27, 3, 2, 921149, 7.567146083s
26, 1, 0, 29, 150.480334ms
57, 3, 1, 343012, 5.902622125s
67, 3, 1, 131246, 10.260845875s
20, 3, 2, 135819, 10.553708500s
30, 3, 0, 357, 1.485004500s
19, 2, 1, 1254, 323.833833ms
69, 3, 1, 115892, 9.309934833s
12, 3, 2, 103803, 1.259417666s
57, 2, 0, 693, 4.225097542s
30, 2, 0, 783, 810.307291ms
44, 1, 0, 58, 928.761750ms
76, 2, 1, 49976, 5.977678875s
59, 2, 0, 17, 5.621764250s
68, 2, 1, 872, 4.812122667s
33, 1, 0, 14, 414.953792ms
11, 2, 1, 5502, 335.223833ms
56, 1, 0, 98, 2.006415083s
32, 2, 1, 12862, 2.186359375s
52, 1, 0, 5, 1.377202709s
79, 1, 0, 13, 4.914928250s
34, 2, 1, 36068, 1.052230833s
13, 2, 1, 9147, 573.996292ms
13, 2, 1, 2739, 169.569166ms
10, 2, 1, 10980, 176.888792ms
29, 2, 1, 5431, 1.069776750s
57, 3, 1, 35190, 9.783861500s
47, 2, 1, 602, 1.779359458s
38, 2, 0, 7, 1.726391708s
5, 1, 0, 5, 3.810709ms
19, 3, 1, 12463, 707.049ms
19, 2, 1, 17487, 452.789625ms
42, 3, 2, 2663809, 8.788903500s
88, 1, 0, 7, 5.962609833s
28, 1, 0, 28, 304.371917ms
18, 1, 0, 69, 68.970792ms
44, 2, 1, 43059, 1.020991250s
40, 2, 1, 30334, 1.816701333s
76, 1, 0, 48, 2.869041875s
36, 1, 0, 102, 298.024959ms
12, 1, 0, 35, 19.080250ms
13, 3, 2, 82684, 1.101755083s
81, 2, 1, 22886, 6.737060083s
43, 2, 0, 27, 1.591063083s
43, 2, 1, 34746, 1.157335s
35, 1, 0, 27, 267.630292ms
67, 2, 0, 49, 5.067809709s
