length, lev_dist, lev_margin, lang_size, time
42, 2, 1, 14659, 945.072292ms
28, 1, 0, 51, 288.233833ms
52, 3, 2, 7148833, 24.400866792s
15, 3, 0, 48351, 327.386792ms
15, 1, 0, 36, 60.356750ms
81, 1, 0, 102, 3.126942125s
31, 2, 1, 18226, 397.448584ms
72, 1, 0, 28, 2.028617s
8, 2, 1, 141, 28.372084ms
50, 1, 0, 26, 783.635792ms
55, 3, 0, 112, 6.929290792s
63, 2, 0, 1281, 4.214041167s
48, 2, 1, 1085, 1.025573958s
30, 2, 0, 378, 456.202708ms
44, 2, 0, 676, 1.635316417s
38, 2, 1, 18928, 892.967583ms
35, 1, 0, 8, 227.450417ms
43, 2, 1, 35780, 1.571742375s
57, 2, 1, 7806, 2.290304167s
23, 2, 1, 2825, 228.356375ms
19, 2, 1, 18020, 214.298625ms
35, 1, 0, 3, 246.494291ms
13, 1, 0, 58, 28.889709ms
28, 3, 2, 666475, 16.643403333s
25, 1, 0, 18, 292.978083ms
32, 2, 1, 23859, 550.937833ms
47, 1, 0, 76, 723.979792ms
87, 1, 0, 8, 3.353030167s
54, 1, 0, 28, 987.105458ms
18, 1, 0, 37, 47.923500ms
30, 1, 0, 69, 292.373417ms
58, 3, 2, 6405091, 43.273202833s
74, 2, 1, 3970, 4.141702958s
23, 2, 1, 22511, 266.776375ms
80, 2, 1, 85913, 4.993350791s
64, 2, 1, 819, 2.471232250s
26, 1, 0, 20, 229.431917ms
84, 3, 2, 59392548, 2m 30.316320750s
84, 1, 0, 27, 3.060664125s
34, 1, 0, 18, 369.639791ms
55, 1, 0, 3, 1.109104333s
39, 1, 0, 9, 411.306625ms
7, 1, 0, 5, 7.265083ms
18, 2, 1, 9800, 346.686250ms
25, 1, 0, 3, 138.682667ms
52, 1, 0, 5, 990.626459ms
15, 1, 0, 59, 42.475542ms
8, 3, 2, 123221, 1.075619s
4, 2, 1, 525, 17.768208ms
63, 2, 0, 18, 4.330061042s
56, 2, 1, 21387, 2.370246916s
84, 1, 0, 33, 3.442972792s
60, 2, 1, 6560, 2.584870666s
15, 3, 2, 967059, 3.857037500s
16, 1, 0, 78, 41.984500ms
96, 1, 0, 27, 5.624438208s
16, 1, 0, 46, 45.924833ms
59, 2, 0, 165, 4.217999750s
14, 1, 0, 3, 28.564459ms
79, 2, 0, 104, 9.342589167s
98, 1, 0, 4, 5.899922208s
28, 1, 0, 2, 196.631208ms
60, 1, 0, 14, 1.135249125s
26, 1, 0, 34, 115.762167ms
83, 2, 0, 64, 10.083335375s
75, 2, 1, 78511, 6.732590541s
9, 3, 2, 465999, 2.782396041s
32, 2, 1, 4972, 454.923750ms
69, 2, 1, 1498, 4.549997041s
7, 3, 2, 188562, 1.788710833s
30, 2, 1, 22837, 1.740553250s
43, 2, 1, 4359, 881.108666ms
19, 1, 0, 14, 72.039208ms
58, 1, 0, 14, 1.143934833s
32, 1, 0, 19, 350.604500ms
79, 2, 1, 55028, 8.147076667s
76, 1, 0, 82, 2.326391625s
86, 1, 0, 66, 3.859337s
16, 2, 1, 17615, 301.271250ms
14, 1, 0, 64, 44.237542ms
65, 2, 1, 59428, 2.822400916s
54, 3, 1, 148730, 5.197923667s
52, 1, 0, 12, 803.091583ms
23, 1, 0, 28, 84.151333ms
6, 3, 2, 24605, 513.705125ms
93, 2, 0, 87, 14.373409167s
9, 1, 0, 16, 10.070875ms
77, 1, 0, 6, 2.129909500s
49, 1, 0, 4, 562.037458ms
41, 2, 1, 37604, 892.905833ms
12, 2, 1, 1754, 53.715541ms
73, 1, 0, 78, 2.086315s
14, 1, 0, 113, 28.918959ms
99, 1, 0, 28, 4.709426333s
8, 2, 1, 1148, 35.215291ms
55, 1, 0, 17, 854.002125ms
23, 1, 0, 28, 98.816709ms
53, 1, 0, 102, 788.292875ms
50, 1, 0, 69, 651.084833ms
25, 2, 0, 49, 298.462917ms
10, 1, 0, 5, 12.239708ms
18, 1, 0, 64, 53.483ms
33, 1, 0, 34, 207.155334ms
41, 1, 0, 15, 378.662542ms
28, 2, 1, 6020, 325.135500ms
58, 3, 2, 3018070, 22.513970584s
35, 1, 0, 19, 220.960459ms
50, 1, 0, 4, 760.897333ms
42, 2, 1, 13693, 1.254504541s
48, 2, 1, 1979, 1.354654583s
32, 1, 0, 30, 191.055833ms
30, 2, 1, 2869, 479.757750ms
52, 2, 0, 16, 2.414860625s
79, 2, 0, 121, 8.319545625s
41, 1, 0, 5, 367.560166ms
20, 2, 1, 3293, 319.089500ms
56, 2, 1, 27963, 1.739325s
54, 2, 0, 381, 3.478270917s
37, 2, 1, 54508, 3.303725667s
12, 1, 0, 29, 26.098041ms
44, 1, 0, 33, 450.300875ms
32, 2, 0, 29, 772.952625ms
21, 3, 2, 2561596, 9.201675417s
25, 1, 0, 3, 120.234125ms
74, 2, 1, 17542, 4.456157584s
71, 1, 0, 11, 1.846618708s
14, 2, 1, 1789, 75.317875ms
14, 2, 1, 1838, 82.834542ms
50, 2, 1, 6058, 1.450527542s
97, 2, 1, 66878, 9.782640417s
94, 1, 0, 46, 4.740634459s
66, 1, 0, 9, 1.405069042s
93, 1, 0, 43, 5.002748958s
42, 2, 1, 43004, 861.674291ms
10, 3, 2, 1177361, 5.807213125s
36, 1, 0, 37, 234.072750ms
51, 2, 1, 30009, 1.525910208s
18, 2, 1, 8770, 972.101667ms
77, 1, 0, 37, 3.561896208s
81, 1, 0, 35, 4.189567250s
47, 1, 0, 63, 1.188567042s
85, 2, 1, 115534, 8.132313917s
26, 1, 0, 51, 183.769208ms
19, 2, 1, 17777, 1.274051834s
12, 2, 1, 1787, 272.469750ms
31, 1, 0, 32, 316.353917ms
16, 1, 0, 15, 33.436125ms
40, 1, 0, 112, 936.761959ms
62, 1, 0, 6, 2.392856167s
71, 1, 0, 2, 3.436857833s
50, 1, 0, 54, 1.237367917s
15, 1, 0, 44, 277.553166ms
58, 3, 2, 3323839, 2m 55.705298334s
38, 1, 0, 56, 648.195458ms
85, 2, 1, 2457, 8.803328416s
20, 2, 1, 23874, 1.694877125s
38, 2, 1, 4332, 1.316869375s
27, 1, 0, 58, 318.686583ms
68, 3, 1, 49110, 13.920493s
72, 1, 0, 34, 3.794304208s
17, 1, 0, 22, 75.298333ms
29, 1, 0, 137, 541.641417ms
65, 1, 0, 14, 2.978276667s
73, 2, 1, 56323, 7.814283250s
4, 1, 0, 8, 2.889334ms
19, 2, 0, 1630, 551.122ms
36, 1, 0, 13, 551.207792ms
43, 1, 0, 3, 962.358041ms
85, 2, 0, 49, 17.767248292s
70, 2, 1, 68466, 6.121904792s
85, 2, 0, 234, 17.697815417s
40, 1, 0, 33, 302.584583ms
74, 2, 0, 3360, 11.446329334s
25, 1, 0, 7, 115.617291ms
30, 2, 1, 50545, 1.307155542s
41, 2, 1, 21883, 1.883005625s
29, 1, 0, 2, 198.406667ms
44, 2, 1, 55077, 2.240693334s
25, 2, 0, 2079, 648.961875ms
35, 2, 1, 19383, 2.758162084s
61, 2, 1, 40171, 4.509956292s
23, 2, 1, 9074, 608.391875ms
14, 1, 0, 2, 53.174083ms
53, 3, 0, 300, 9.663917542s
69, 1, 0, 18, 2.938896125s
22, 2, 0, 860, 408.079750ms
33, 3, 1, 1548212, 22.263819583s
50, 3, 0, 59976, 8.105016917s
60, 1, 0, 40, 1.364412292s
9, 1, 0, 48, 11.708375ms
28, 1, 0, 8, 151.668458ms
57, 1, 0, 5, 1.189913750s
60, 2, 1, 47784, 2.802917375s
45, 2, 0, 240, 1.921132250s
44, 2, 0, 170, 1.954433125s
44, 3, 2, 8694774, 3m 38.960324166s
13, 1, 0, 47, 21.957167ms
75, 3, 2, 20579660, 42.283434291s
45, 1, 0, 4, 744.725625ms
46, 3, 0, 53301, 6.703457083s
95, 2, 1, 31686, 9.868790333s
78, 2, 0, 8, 10.281801834s
61, 3, 2, 4706380, 39.799142625s
44, 1, 0, 43, 601.356875ms
27, 3, 2, 667003, 2.905094875s
21, 2, 1, 10738, 428.273959ms
6, 1, 0, 5, 8.244459ms
56, 1, 0, 78, 1.219062542s
11, 2, 1, 3090, 100.238500ms
87, 3, 1, 846444, 1m 30.774629875s
82, 1, 0, 54, 3.488736667s
6, 2, 1, 897, 22.537625ms
19, 3, 2, 3745351, 13.223913541s
62, 1, 0, 5, 1.578766833s
69, 3, 2, 13741395, 32.648014416s
31, 3, 2, 1862748, 25.575063791s
9, 1, 0, 61, 11.551333ms
34, 2, 0, 8, 1.288012583s
51, 1, 0, 35, 875.594709ms
42, 1, 0, 11, 537.522542ms
82, 1, 0, 8, 3.539990084s
26, 2, 1, 2684, 373.627541ms
80, 2, 1, 126986, 6.910609583s
48, 2, 1, 36701, 1.607320s
33, 1, 0, 8, 183.969584ms
73, 2, 0, 260, 7.632171291s
16, 1, 0, 65, 47.714ms
64, 3, 2, 3634555, 55.721641583s
95, 3, 2, 20580395, 58.434836541s
83, 1, 0, 57, 3.712881708s
80, 1, 0, 9, 3.152835875s
19, 2, 1, 12722, 289.617167ms
64, 2, 1, 56694, 3.592738458s
7, 1, 0, 8, 17.695166ms
32, 2, 1, 22842, 3.001567292s
15, 2, 1, 11609, 469.921125ms
47, 1, 0, 28, 841.014292ms
93, 1, 0, 11, 5.241902292s
19, 2, 1, 12507, 245.887875ms
87, 2, 0, 3, 12.578313167s
21, 2, 1, 15858, 299.900458ms
44, 1, 0, 81, 613.445917ms
41, 1, 0, 13, 374.421250ms
22, 2, 1, 5362, 243.812583ms
26, 2, 1, 2040, 390.371292ms
37, 3, 2, 3660572, 12.836419667s
53, 2, 1, 55652, 1.954655750s
13, 3, 2, 212715, 4.219743208s
65, 2, 1, 4947, 3.264590875s
29, 1, 0, 61, 258.229292ms
46, 2, 1, 35997, 1.096151834s
53, 1, 0, 56, 991.261792ms
14, 2, 1, 2357, 176.953208ms
22, 3, 0, 68921, 627.986833ms
40, 3, 2, 7285659, 18.137495334s
21, 3, 2, 1856976, 33.983605291s
8, 1, 0, 5, 23.927041ms
76, 3, 2, 17229884, 56.226123542s
62, 1, 0, 12, 2.117929583s
13, 2, 0, 165, 87.567417ms
11, 2, 1, 3789, 89.423250ms
12, 1, 0, 46, 28.976375ms
63, 2, 1, 38798, 4.095220584s
37, 1, 0, 11, 454.850833ms
25, 2, 1, 16271, 550.639750ms
16, 2, 1, 20132, 170.989417ms
49, 2, 1, 1408, 1.411717792s
48, 1, 0, 30, 736.350042ms
4, 2, 1, 3390, 47.002500ms
31, 3, 1, 33842, 1.397067416s
41, 1, 0, 8, 533.470959ms
14, 2, 1, 5375, 131.123500ms
8, 1, 0, 2, 7.934167ms
44, 1, 0, 4, 601.243209ms
83, 2, 1, 105524, 11.148160041s
63, 3, 0, 343, 11.103587292s
72, 2, 1, 69083, 5.780200750s
81, 3, 2, 7172206, 19.898665625s
9, 3, 2, 324554, 2.222233584s
51, 1, 0, 2, 1.064936500s
52, 1, 0, 27, 1.111776167s
68, 2, 1, 38388, 3.558341458s
77, 2, 0, 43, 9.116331s
30, 1, 0, 49, 151.482958ms
22, 3, 2, 6504680, 1m 46.374196875s
42, 2, 1, 40515, 1.386370917s
41, 3, 2, 2115177, 33.250980167s
8, 2, 1, 5195, 108.015291ms
29, 1, 0, 95, 289.874916ms
22, 1, 0, 175, 210.735875ms
20, 2, 1, 16306, 979.593166ms
52, 2, 1, 2530, 1.642066208s
41, 1, 0, 16, 507.174208ms
22, 1, 0, 14, 70.540875ms
36, 1, 0, 7, 256.805417ms
81, 1, 0, 7, 2.749252792s
56, 1, 0, 8, 1.139707292s
20, 2, 1, 2580, 297.038083ms
28, 2, 1, 15922, 331.643666ms
13, 3, 2, 1449883, 7.717457375s
14, 2, 1, 5837, 127.833667ms
46, 2, 1, 30154, 1.697695208s
31, 2, 1, 15441, 1.315965500s
73, 2, 1, 11322, 4.206444208s
84, 3, 1, 28933, 16.073701834s
11, 2, 1, 6221, 101.429625ms
50, 2, 0, 197, 2.381044958s
29, 1, 0, 8, 145.517208ms
14, 1, 0, 41, 36.479666ms
43, 1, 0, 12, 404.097791ms
94, 3, 0, 24389, 34.830586666s
24, 2, 1, 3286, 454.679791ms
50, 1, 0, 52, 825.200958ms
23, 2, 1, 5903, 371.749583ms
54, 1, 0, 29, 1.075073792s
16, 2, 1, 5306, 216.437292ms
12, 2, 1, 646, 74.856791ms
6, 2, 1, 342, 21.351458ms
27, 1, 0, 20, 127.469709ms
50, 3, 1, 158521, 5.938975334s
5, 2, 1, 2084, 63.787ms
31, 3, 1, 54456, 1.321043042s
49, 1, 0, 2, 869.726792ms
6, 1, 0, 3, 5.031542ms
61, 1, 0, 78, 1.518615459s
23, 1, 0, 9, 90.260958ms
42, 2, 1, 8290, 1.448134375s
30, 2, 1, 22864, 1.255904709s
21, 1, 0, 36, 83.586375ms
11, 1, 0, 3, 23.130625ms
52, 2, 1, 3304, 1.840124s
35, 2, 1, 25211, 651.235917ms
52, 1, 0, 58, 799.674291ms
27, 3, 2, 116383, 5.084967458s
37, 3, 2, 6065307, 15.625695875s
13, 1, 0, 36, 23.135375ms
31, 2, 1, 13583, 644.189042ms
34, 3, 0, 88, 1.849068709s
55, 1, 0, 40, 997.315208ms
7, 1, 0, 59, 8.473375ms
42, 3, 0, 905, 3.324104833s
36, 2, 1, 65489, 3.971752500s
71, 2, 1, 3337, 3.570900333s
48, 2, 0, 6, 2.006730958s
61, 2, 1, 42546, 5.987211167s
19, 2, 1, 2767, 281.895042ms
9, 1, 0, 14, 10.626292ms
91, 3, 1, 937158, 19.335168917s
14, 2, 1, 8479, 347.497792ms
65, 1, 0, 32, 1.462046667s
63, 1, 0, 35, 1.327096250s
35, 2, 1, 8554, 560.961ms
68, 2, 0, 436, 5.015581250s
13, 3, 1, 959, 123.752292ms
54, 3, 1, 183182, 4.856112s
24, 2, 1, 8411, 255.841417ms
20, 3, 2, 3639302, 21.261580042s
15, 2, 1, 894, 146.473333ms
48, 2, 1, 1494, 1.483663709s
78, 1, 0, 50, 2.767428375s
26, 3, 2, 1247232, 23.205603958s
27, 1, 0, 65, 176.868917ms
30, 2, 1, 26945, 704.86ms
27, 2, 1, 3640, 739.349125ms
15, 1, 0, 102, 69.145083ms
58, 2, 1, 49211, 2.470445333s
70, 3, 2, 21211953, 39.688319750s
16, 1, 0, 29, 43.603750ms
76, 2, 1, 84038, 5.205737708s
88, 2, 1, 60914, 7.072283083s
20, 2, 1, 14649, 550.2ms
82, 2, 1, 3368, 6.442803125s
62, 3, 2, 18734022, 1m 10.875380833s
30, 3, 2, 805586, 7.027321291s
47, 1, 0, 5, 871.861666ms
13, 1, 0, 58, 24.351375ms
35, 1, 0, 27, 277.522833ms
16, 1, 0, 32, 164.239750ms
11, 2, 1, 1649, 53.607958ms
94, 2, 1, 82942, 9.350407958s
79, 3, 2, 33243332, 2m 10.158123417s
28, 2, 1, 21746, 476.492333ms
64, 1, 0, 2, 1.545384833s
85, 1, 0, 74, 3.913382375s
30, 3, 2, 1710040, 21.572588458s
31, 3, 1, 182493, 2.956751209s
18, 1, 0, 4, 69.378ms
51, 1, 0, 2, 824.589167ms
78, 1, 0, 16, 2.675612416s
45, 1, 0, 38, 688.763750ms
9, 3, 1, 132096, 2.589042917s
29, 1, 0, 5, 302.206291ms
14, 3, 2, 1834072, 24.724926542s
39, 1, 0, 8, 350.609708ms
58, 1, 0, 38, 1.125585875s
16, 1, 0, 54, 59.734ms
76, 2, 1, 38683, 4.749779500s
35, 2, 1, 14678, 731.645250ms
47, 3, 2, 5819138, 22.418713792s
87, 2, 0, 165, 12.375176042s
61, 1, 0, 134, 1.642238875s
9, 2, 1, 9711, 183.628875ms
27, 2, 1, 27876, 507.450417ms
37, 1, 0, 3, 366.573625ms
11, 1, 0, 79, 17.239250ms
73, 1, 0, 35, 2.406080208s
49, 1, 0, 67, 810.292084ms
14, 2, 1, 1485, 90.332875ms
52, 1, 0, 2, 918.386333ms
48, 2, 0, 24, 2.189340084s
7, 1, 0, 40, 8.935709ms
9, 2, 1, 1263, 34.116333ms
52, 2, 0, 198, 2.584165625s
55, 2, 1, 33657, 2.161087583s
57, 1, 0, 67, 976.081208ms
22, 3, 2, 2398531, 31.706231833s
17, 3, 2, 902462, 7.359994125s
21, 1, 0, 86, 237.615167ms
97, 3, 1, 112085, 24.786594666s
46, 2, 1, 10484, 1.075685500s
7, 3, 1, 77263, 1.745313583s
19, 3, 2, 1416971, 13.001981583s
25, 2, 1, 24712, 2.034456041s
62, 1, 0, 43, 1.351991625s
38, 1, 0, 56, 345.271542ms
21, 1, 0, 5, 64.686584ms
13, 1, 0, 37, 26.641166ms
69, 1, 0, 20, 1.841686208s
35, 2, 1, 8549, 857.021292ms
48, 2, 1, 24435, 1.389613250s
55, 2, 1, 45822, 2.715417833s
41, 1, 0, 35, 471.469291ms
36, 2, 0, 4, 986.632958ms
34, 1, 0, 4, 359.857667ms
22, 1, 0, 64, 72.990125ms
32, 1, 0, 33, 213.844416ms
40, 3, 2, 3339799, 11.647756750s
40, 2, 1, 3807, 731.063417ms
9, 1, 0, 11, 15.367750ms
78, 2, 0, 2650, 8.474490375s
54, 1, 0, 9, 922.709208ms
56, 2, 0, 841, 2.878197125s
64, 3, 0, 4492, 10.416987042s
26, 3, 2, 1927936, 19.228096750s
16, 1, 0, 79, 33.849209ms
69, 2, 1, 28493, 3.336405792s
8, 1, 0, 2, 8.232625ms
66, 2, 1, 11350, 3.081087666s
68, 2, 0, 729, 5.423072667s
29, 1, 0, 2, 151.179291ms
56, 1, 0, 4, 1.144284458s
13, 1, 0, 86, 31.814959ms
57, 1, 0, 69, 1.066588208s
40, 2, 1, 6536, 870.869167ms
84, 2, 1, 10270, 5.073590667s
42, 2, 1, 26052, 2.617177250s
15, 1, 0, 80, 37.904791ms
9, 2, 1, 16, 29.327291ms
37, 2, 1, 21300, 3.618200416s
71, 2, 1, 60196, 3.755614125s
60, 2, 0, 784, 3.898685500s
60, 3, 2, 45387739, 33.666468417s
5, 1, 0, 14, 10.086709ms
15, 1, 0, 19, 45.078417ms
43, 3, 2, 7314223, 48.266446583s
62, 1, 0, 11, 1.460065333s
47, 2, 0, 36, 2.041186292s
11, 1, 0, 41, 15.605833ms
77, 1, 0, 10, 2.636621583s
7, 2, 1, 724, 37.443125ms
25, 3, 2, 6443213, 11.024318500s
10, 1, 0, 14, 15.718666ms
19, 2, 1, 10788, 371.630250ms
49, 3, 1, 1707, 3.592648917s
72, 2, 1, 64766, 4.582734625s
39, 2, 1, 45156, 884.698750ms
16, 1, 0, 21, 44.250584ms
7, 2, 1, 516, 63.633958ms
13, 1, 0, 5, 22.723959ms
16, 2, 0, 22, 116.211667ms
47, 1, 0, 102, 529.414417ms
87, 3, 2, 29107942, 40.474945333s
19, 2, 1, 5994, 144.986833ms
71, 2, 1, 44659, 3.605461250s
19, 1, 0, 55, 67.153833ms
20, 3, 2, 939456, 17.891268167s
29, 2, 1, 14513, 1.066248208s
42, 2, 0, 2866, 1.653843833s
81, 2, 1, 73910, 5.669226125s
8, 1, 0, 17, 16.483500ms
12, 3, 1, 2096, 135.358833ms
37, 2, 1, 33890, 1.335921208s
41, 1, 0, 5, 498.823ms
30, 3, 1, 66301, 1.171911708s
15, 3, 0, 318, 181.476083ms
15, 1, 0, 35, 36.758791ms
30, 1, 0, 77, 173.247ms
35, 3, 0, 102, 2.072371166s
48, 1, 0, 5, 691.899416ms
53, 3, 1, 312877, 4.342929083s
14, 2, 1, 6963, 127.983375ms
22, 2, 1, 28260, 2.084592750s
30, 2, 1, 27081, 741.826041ms
12, 3, 2, 23357, 867.408041ms
12, 3, 1, 26967, 420.423625ms
31, 2, 1, 29834, 737.432583ms
70, 2, 1, 63795, 3.509556917s
16, 1, 0, 59, 50.319583ms
13, 1, 0, 11, 27.681959ms
73, 1, 0, 17, 2.073880292s
56, 3, 0, 783, 7.449279791s
24, 2, 1, 7815, 429.710042ms
69, 3, 0, 58104, 13.910919667s
33, 1, 0, 56, 230.153042ms
65, 2, 0, 27, 4.925514250s
31, 2, 1, 34468, 482.145125ms
81, 1, 0, 38, 2.873909875s
31, 3, 0, 392, 1.391550s
67, 1, 0, 36, 1.575898041s
64, 3, 2, 1821499, 17.870204s
28, 2, 1, 1812, 262.147958ms
65, 1, 0, 33, 1.532873709s
70, 1, 0, 5, 1.840134500s
55, 1, 0, 13, 1.124702708s
36, 2, 1, 15581, 787.804417ms
25, 3, 2, 1707639, 14.346117500s
60, 3, 2, 265841, 16.266401500s
18, 2, 1, 351, 283.369666ms
14, 2, 1, 8306, 112.984750ms
11, 1, 0, 36, 19.639292ms
18, 1, 0, 44, 50.294167ms
30, 2, 1, 16942, 1.016794875s
88, 2, 1, 9541, 7.793665500s
19, 3, 2, 47951, 1.750216291s
15, 3, 0, 68921, 278.840375ms
40, 1, 0, 8, 417.489917ms
18, 2, 0, 64, 138.333625ms
61, 1, 0, 85, 1.277488458s
33, 3, 2, 981398, 9.185535958s
23, 3, 2, 5107976, 11.678172666s
51, 1, 0, 35, 795.405416ms
81, 1, 0, 200, 2.807936375s
8, 1, 0, 11, 8.353625ms
23, 1, 0, 4, 71.627209ms
44, 3, 2, 3997746, 40.894043334s
41, 1, 0, 66, 509.730125ms
86, 3, 0, 46656, 24.863969375s
66, 2, 1, 18826, 3.187979792s
47, 2, 1, 15786, 1.524563625s
91, 2, 1, 69945, 7.076471250s
18, 1, 0, 7, 174.547333ms
75, 1, 0, 17, 2.397680083s
10, 2, 1, 9626, 280.877625ms
7, 2, 1, 1089, 31.109666ms
47, 1, 0, 27, 543.338416ms
7, 2, 0, 8, 17.578041ms
89, 1, 0, 22, 3.585435667s
49, 2, 1, 38589, 2.517594625s
71, 2, 1, 5413, 3.707340791s
8, 3, 2, 552839, 7.568186292s
37, 2, 1, 33843, 549.058958ms
58, 2, 0, 992, 3.804579375s
49, 3, 2, 13704422, 35.127846250s
97, 3, 2, 810293, 21.140722458s
73, 2, 0, 128, 6.994122s
17, 3, 2, 152871, 3.324187250s
27, 2, 1, 17496, 364.847500ms
28, 3, 2, 2506013, 8.348389417s
19, 2, 0, 1381, 199.312708ms
8, 2, 1, 14929, 290.366958ms
74, 1, 0, 31, 1.903915834s
23, 1, 0, 49, 83.578792ms
81, 1, 0, 2, 2.657552416s
47, 3, 1, 2132, 3.121803041s
9, 1, 0, 46, 11.785292ms
40, 2, 0, 1615, 1.712315625s
87, 1, 0, 7, 3.759764375s
18, 2, 1, 8938, 293.172417ms
21, 1, 0, 24, 96.266791ms
36, 3, 2, 4948476, 14.407043042s
25, 3, 1, 368056, 708.526417ms
12, 2, 1, 6104, 135.206458ms
39, 3, 2, 8884677, 14.917489333s
31, 3, 1, 405972, 2.737688458s
37, 1, 0, 27, 734.920958ms
13, 1, 0, 18, 45.310792ms
57, 1, 0, 31, 1.492323292s
39, 2, 1, 40502, 1.402407875s
29, 3, 2, 6233750, 25.916830291s
44, 2, 0, 676, 1.633456459s
85, 1, 0, 51, 3.841277500s
43, 1, 0, 7, 423.382ms
79, 1, 0, 7, 3.013896209s
82, 1, 0, 2, 3.257612375s
37, 2, 1, 10135, 1.765636667s
45, 3, 2, 586596, 8.229248167s
35, 2, 0, 900, 966.107ms
25, 2, 1, 31076, 423.175792ms
18, 2, 1, 2393, 153.235875ms
34, 1, 0, 27, 246.074791ms
5, 1, 0, 14, 3.924416ms
61, 1, 0, 59, 1.684624583s
23, 2, 1, 13013, 444.884250ms
95, 2, 0, 1156, 15.468301291s
17, 2, 1, 21721, 295.919416ms
33, 3, 2, 1018537, 19.608766458s
28, 3, 2, 2626381, 13.312552500s
20, 3, 2, 3227542, 19.499703333s
30, 1, 0, 15, 141.284166ms
56, 3, 2, 1742804, 17.983603250s
59, 2, 0, 222, 3.713219375s
48, 1, 0, 7, 859.766459ms
64, 1, 0, 2, 1.461293875s
76, 1, 0, 30, 2.467573417s
29, 1, 0, 5, 263.284875ms
30, 2, 1, 21176, 757.138958ms
7, 1, 0, 8, 29.587458ms
23, 1, 0, 89, 95.602625ms
46, 2, 1, 2896, 1.233644958s
48, 1, 0, 41, 792.601ms
22, 2, 1, 2352, 178.903625ms
13, 1, 0, 66, 36.725ms
29, 3, 2, 24845250, 19.172125959s
26, 3, 2, 3019089, 26.239498083s
34, 1, 0, 11, 254.114458ms
43, 3, 2, 10768854, 19.064714959s
31, 3, 2, 1839495, 8.714367s
8, 2, 1, 5195, 235.686500ms
25, 2, 1, 235, 201.800958ms
15, 2, 0, 698, 141.922041ms
89, 1, 0, 49, 3.883211250s
38, 2, 1, 13089, 876.279500ms
68, 1, 0, 4, 1.922023833s
34, 2, 1, 30344, 2.016241834s
72, 3, 2, 14184771, 31.988168583s
82, 2, 0, 56, 9.695911041s
49, 2, 0, 27, 2.324046334s
28, 2, 1, 19933, 581.110500ms
66, 1, 0, 8, 1.734585458s
20, 1, 0, 13, 75.807792ms
61, 3, 1, 2950, 6.149094333s
75, 1, 0, 6, 2.286165625s
58, 3, 0, 130, 8.210899083s
11, 2, 1, 8316, 204.790041ms
57, 1, 0, 61, 1.114674s
38, 3, 1, 8085, 1.776424083s
55, 1, 0, 4, 1.360645833s
6, 1, 0, 32, 5.550917ms
40, 2, 1, 1799, 1.080641791s
73, 3, 1, 49868, 11.286977666s
31, 3, 2, 13614399, 18.734113458s
59, 1, 0, 5, 1.492947625s
27, 2, 1, 17584, 1.646935s
58, 1, 0, 7, 1.426883042s
90, 2, 1, 10189, 8.633756625s
67, 3, 2, 530695, 14.162631416s
25, 2, 0, 1639, 428.209ms
72, 3, 0, 102, 16.450016625s
48, 3, 2, 879660, 12.176678959s
66, 2, 1, 67933, 4.082285042s
10, 2, 1, 1991, 38.081167ms
8, 1, 0, 11, 16.893291ms
15, 1, 0, 2, 28.093041ms
34, 1, 0, 90, 396.963542ms
82, 2, 1, 58996, 6.972773292s
64, 1, 0, 2, 1.570125875s
76, 1, 0, 4, 2.649669500s
23, 2, 1, 10686, 491.977875ms
70, 2, 1, 47599, 4.186755084s
41, 2, 1, 59356, 3.052559250s
30, 2, 1, 10743, 1.025171833s
67, 1, 0, 4, 1.876552542s
9, 3, 2, 465895, 2.344767416s
62, 1, 0, 4, 1.331386042s
32, 3, 0, 1180, 1.944474584s
56, 3, 1, 68972, 8.899598416s
29, 1, 0, 7, 316.722667ms
68, 1, 0, 143, 2.001821166s
64, 1, 0, 64, 1.645392125s
21, 1, 0, 48, 68.737917ms
73, 3, 1, 218801, 14.149852625s
30, 1, 0, 64, 339.184458ms
64, 1, 0, 14, 1.648087167s
32, 1, 0, 5, 200.505166ms
43, 2, 1, 5442, 1.398077750s
11, 2, 1, 1417, 38.325542ms
35, 3, 2, 14038742, 2m 0.791815416s
52, 2, 1, 16901, 1.508875209s
44, 1, 0, 14, 596.016917ms
51, 2, 1, 9584, 1.719660375s
95, 2, 1, 37673, 8.322535625s
10, 2, 0, 421, 41.929666ms
32, 2, 0, 783, 746.606500ms
41, 1, 0, 12, 385.578166ms
30, 2, 0, 1120, 605.003709ms
50, 1, 0, 10, 721.275792ms
44, 1, 0, 5, 546.361708ms
71, 3, 1, 2631484, 36.999446459s
15, 3, 2, 187966, 1.337977875s
31, 3, 2, 2833503, 21.691885375s
47, 1, 0, 29, 1.006481916s
91, 2, 1, 85284, 7.771235458s
46, 1, 0, 76, 548.855042ms
63, 2, 1, 52531, 2.804778792s
29, 1, 0, 6, 158.684334ms
5, 2, 1, 606, 16.492125ms
75, 3, 1, 203072, 11.875867292s
60, 2, 0, 121, 3.824327083s
85, 1, 0, 61, 3.270087667s
46, 2, 1, 45129, 1.627695542s
14, 3, 2, 30761, 1.116126375s
46, 2, 1, 43398, 2.941385291s
36, 2, 1, 28883, 925.969250ms
21, 2, 0, 1047, 388.657ms
